Wall time,Step,Value
1701732960.921356,153600,914.1316528320312
1701732965.9388638,155648,927.9725952148438
1701732970.7630103,157696,972.2952270507812
1701732975.93076,159744,1027.2572021484375
1701732983.1067736,161792,984.853515625
1701732988.5186436,163840,930.706298828125
1701732993.9760737,165888,888.118896484375
1701732998.8628836,167936,881.8486328125
1701733004.0382936,169984,864.6619262695312
1701733012.5325367,172032,879.3218383789062
1701733017.5298889,174080,837.3203735351562
1701733022.5681233,176128,934.8712768554688
1701733027.603896,178176,985.9081420898438
1701733034.5621924,180224,911.9073486328125
1701733039.7518978,182272,1020.2484130859375
1701733044.8800743,184320,984.1054077148438
1701733049.6951077,186368,922.1927490234375
1701733054.8844423,188416,1019.6780395507812
1701733063.3177347,190464,1045.2406005859375
1701733068.285205,192512,1116.1431884765625
1701733074.1623611,194560,1122.4927978515625
1701733079.0109105,196608,1139.3759765625
1701733083.8860857,198656,1241.16455078125
1701733093.7757106,200704,1332.451171875
1701733098.6456497,202752,1381.5025634765625
1701733104.1519248,204800,1432.9053955078125
1701733109.1628952,206848,1537.09716796875
1701733114.0306273,208896,1637.4234619140625
1701733121.786325,210944,1693.192626953125
1701733126.773979,212992,1755.103759765625
1701733132.0600133,215040,1756.092041015625
1701733137.4285722,217088,1753.70458984375
1701733142.3269527,219136,1853.967529296875
1701733152.2054603,221184,1794.4913330078125
1701733156.90153,223232,1705.1590576171875
1701733161.6390424,225280,1843.85888671875
1701733166.4745157,227328,1788.7127685546875
1701733171.559991,229376,1834.6383056640625
1701733180.8230114,231424,1781.6253662109375
1701733186.0489235,233472,1884.2767333984375
1701733190.6951044,235520,1867.573974609375
1701733195.3401976,237568,1935.2989501953125
1701733200.96143,239616,1816.9437255859375
1701733209.866425,241664,1820.9302978515625
1701733214.786551,243712,1820.54931640625
1701733219.7014375,245760,1685.77734375
1701733224.3969789,247808,1717.152099609375
1701733229.2950475,249856,1725.4317626953125
1701733238.9224036,251904,1760.1514892578125
1701733243.8526227,253952,1765.77001953125
1701733249.0957613,256000,1715.1240234375
1701733253.7920349,258048,1724.1834716796875
1701733262.7920353,260096,1819.262451171875
1701733267.8391612,262144,1879.1021728515625
1701733272.481002,264192,1842.933837890625
1701733277.164774,266240,1889.300537109375
1701733283.046166,268288,1952.251220703125
1701733292.4626536,270336,1992.37744140625
1701733297.621425,272384,2098.19189453125
1701733302.3068779,274432,2150.9375
1701733306.9749188,276480,2184.976318359375
1701733312.0344062,278528,2231.252685546875
1701733320.89156,280576,2313.570556640625
1701733325.5158958,282624,2299.96630859375
1701733330.672587,284672,2274.963134765625
1701733335.3888595,286720,2366.55517578125
1701733340.083585,288768,2423.373779296875
1701733350.580103,290816,2431.0791015625
1701733355.4769545,292864,2483.91162109375
1701733361.095862,294912,2341.77001953125
1701733366.237188,296960,2395.83251953125
1701733370.8659985,299008,2443.364501953125
1701733379.729478,301056,2482.591552734375
1701733384.5540245,303104,2540.383056640625
1701733389.2279289,305152,2623.68701171875
1701733394.4591057,307200,2574.6357421875
1701733399.223434,309248,2665.495361328125
1701733408.347669,311296,2641.65673828125
1701733413.0718367,313344,2692.715087890625
1701733417.8012042,315392,2680.634765625
1701733422.682854,317440,2691.214111328125
1701733428.1029522,319488,2648.4814453125
1701733437.6786537,321536,2606.892822265625
1701733442.8624718,323584,2681.799560546875
1701733447.5450397,325632,2578.591064453125
1701733452.2507951,327680,2538.19873046875
1701733457.3366022,329728,2592.287353515625
1701733467.388568,331776,2642.526611328125
1701733472.5925786,333824,2788.82080078125
1701733477.4276555,335872,2680.708740234375
1701733482.309507,337920,2683.0322265625
1701733487.48749,339968,2815.0673828125
1701733498.1369884,342016,2760.443115234375
1701733504.9254007,344064,2851.531982421875
1701733512.856643,346112,2832.0146484375
1701733520.2138896,348160,2733.312744140625
1701733529.929447,350208,2668.849609375
1701733535.4096215,352256,2715.276611328125
1701733540.4030678,354304,2710.61328125
1701733545.2940953,356352,2614.326416015625
1701733550.1452234,358400,2563.408935546875
1701733560.505814,360448,2461.852783203125
1701733567.3433077,362496,2512.20751953125
1701733572.9956179,364544,2475.396728515625
1701733578.1366487,366592,2460.821533203125
1701733583.3630548,368640,2393.1669921875
1701733593.9677625,370688,2394.00537109375
1701733599.19856,372736,2417.76708984375
1701733604.458678,374784,2476.36328125
1701733609.5039876,376832,2427.425048828125
1701733614.5351424,378880,2333.87060546875
1701733624.9096174,380928,2481.355224609375
1701733631.5250869,382976,2383.874755859375
1701733636.8237178,385024,2386.735595703125
1701733641.6964068,387072,2480.069580078125
1701733646.7946892,389120,2493.5810546875
1701733656.8663113,391168,2546.1484375
1701733661.9272304,393216,2505.21923828125
1701733667.1331909,395264,2458.149658203125
1701733672.077987,397312,2433.45361328125
1701733676.9985595,399360,2280.985595703125
1701733687.7252917,401408,2352.3828125
1701733692.8240218,403456,2426.65478515625
1701733698.7904258,405504,2486.0185546875
1701733704.2009654,407552,2588.9921875
1701733709.311835,409600,2638.762451171875
1701733720.761305,411648,2571.66259765625
1701733726.7037787,413696,2670.130615234375
1701733732.529654,415744,2617.510986328125
1701733737.4328797,417792,2668.11474609375
1701733742.7891715,419840,2602.521484375
1701733752.9393504,421888,2539.928955078125
1701733758.3846326,423936,2494.357666015625
1701733763.6735404,425984,2392.056640625
1701733768.5281699,428032,2404.6640625
1701733778.0183349,430080,2497.658447265625
1701733782.9274025,432128,2499.987060546875
1701733787.8400898,434176,2496.55810546875
1701733793.0790312,436224,2431.562255859375
1701733797.8956795,438272,2378.06005859375
1701733807.940774,440320,2398.345947265625
1701733813.9883633,442368,2384.726806640625
1701733818.8553114,444416,2454.4306640625
1701733823.5632136,446464,2515.232177734375
1701733828.0823483,448512,2491.88134765625
1701733836.6442962,450560,2505.348388671875
1701733841.193279,452608,2416.10107421875
1701733845.4738467,454656,2307.827392578125
1701733849.9697967,456704,2256.69970703125
1701733854.309431,458752,2306.888671875
1701733863.161858,460800,2356.5546875
1701733869.579694,462848,2307.807373046875
1701733876.6179507,464896,2407.191162109375
1701733884.2683964,466944,2454.761962890625
1701733892.264217,468992,2463.399658203125
1701733904.9504216,471040,2463.52685546875
1701733911.5221536,473088,2359.28857421875
1701733918.1200454,475136,2255.83349609375
1701733925.4611752,477184,2219.40185546875
1701733931.3993495,479232,2290.978271484375
1701733944.2256691,481280,2297.923828125
1701733950.674973,483328,2348.75341796875
1701733956.6381626,485376,2340.842041015625
1701733963.063197,487424,2399.219482421875
1701733969.4374983,489472,2441.85986328125
1701733983.3902419,491520,2270.4404296875
1701733989.8530843,493568,2209.222900390625
1701733995.810511,495616,2255.335693359375
1701734000.6857116,497664,2301.2509765625
1701734005.508427,499712,2201.45361328125
1701734013.1954207,501760,2296.351806640625
1701734017.9618287,503808,2295.80126953125
1701734022.8197742,505856,2389.724853515625
1701734028.4643283,507904,2339.45751953125
1701734034.5186472,509952,2295.830810546875
1701734045.805489,512000,2197.697265625
1701734052.2893853,514048,2296.776611328125
1701734058.142054,516096,2198.03271484375
1701734063.998378,518144,2253.280517578125
1701734076.7391107,520192,2245.6943359375
1701734083.9527202,522240,2198.1396484375
1701734090.3110194,524288,2134.220703125
1701734096.0037298,526336,2211.281982421875
1701734101.7726493,528384,2296.4775390625
1701734113.9210877,530432,2351.267822265625
1701734120.174479,532480,2399.2490234375
1701734126.2499452,534528,2363.4736328125
1701734132.6510715,536576,2418.563720703125
1701734138.8851528,538624,2461.435546875
1701734150.9705477,540672,2554.2626953125
1701734157.0563622,542720,2463.62451171875
1701734164.025689,544768,2550.701416015625
1701734170.5098913,546816,2607.737548828125
1701734177.1168518,548864,2613.515380859375
1701734187.663527,550912,2569.975341796875
1701734194.7719324,552960,2486.215576171875
1701734201.2442832,555008,2547.625732421875
1701734207.687513,557056,2539.7939453125
1701734214.1734228,559104,2586.2431640625
1701734224.8157587,561152,2590.0361328125
1701734231.6664956,563200,2691.879150390625
1701734238.3053687,565248,2838.677001953125
1701734244.7889726,567296,2843.41357421875
1701734250.8490472,569344,2888.458740234375
1701734259.3921888,571392,2825.85693359375
1701734265.205011,573440,2881.481201171875
1701734271.4864707,575488,2931.3291015625
1701734277.6283937,577536,2827.006591796875
1701734284.5969787,579584,2822.333740234375
1701734294.1369197,581632,2664.52783203125
1701734299.841902,583680,2717.655029296875
1701734308.2194915,585728,2621.228759765625
1701734316.011073,587776,2669.543212890625
1701734322.988623,589824,2674.0185546875
1701734331.750369,591872,2683.41552734375
1701734337.697338,593920,2687.031005859375
1701734343.5159807,595968,2635.3427734375
1701734349.8826137,598016,2677.295166015625
1701734359.5427697,600064,2722.822265625
1701734365.6822045,602112,2656.29736328125
1701734371.9305503,604160,2650.62353515625
1701734378.2446096,606208,2708.148681640625
1701734384.4276319,608256,2651.749267578125
1701734392.106018,610304,2649.4169921875
1701734398.8815708,612352,2673.3046875
1701734405.2228851,614400,2595.43994140625
1701734411.4984407,616448,2523.320068359375
1701734417.4739528,618496,2477.84765625
1701734425.6030242,620544,2520.704833984375
1701734432.1114004,622592,2664.258056640625
1701734438.1858828,624640,2646.03173828125
1701734444.561749,626688,2727.51953125
1701734450.9641793,628736,2731.68115234375
1701734459.3949156,630784,2834.615234375
1701734465.4687598,632832,2841.2880859375
1701734472.2906332,634880,2843.13037109375
1701734479.540786,636928,2867.91943359375
1701734485.720186,638976,2781.646484375
1701734494.0927992,641024,2833.337890625
1701734500.8012714,643072,2786.480712890625
1701734507.5353138,645120,2831.56494140625
1701734514.6495562,647168,2878.680908203125
1701734521.103612,649216,2880.77880859375
1701734530.1876886,651264,2886.948486328125
1701734536.395444,653312,2853.166015625
1701734542.6027365,655360,2896.688232421875
1701734549.1486096,657408,2893.454833984375
1701734554.8893352,659456,2939.5654296875
1701734563.5616605,661504,2885.977294921875
1701734569.4450274,663552,2938.851806640625
1701734575.3275359,665600,2926.7138671875
1701734582.0077727,667648,3014.83740234375
1701734587.987475,669696,3026.021484375
1701734596.2715538,671744,2894.114501953125
1701734602.7186193,673792,2938.669921875
1701734608.824304,675840,3013.7314453125
1701734615.6273031,677888,2960.7392578125
1701734621.8784351,679936,3010.161865234375
1701734629.7751591,681984,2949.119873046875
1701734635.683728,684032,3075.140380859375
1701734641.9293346,686080,3077.48681640625
1701734648.3825886,688128,3068.513916015625
1701734657.2750344,690176,3066.236572265625
1701734663.5659225,692224,3116.017333984375
1701734670.2622786,694272,3158.416259765625
1701734678.449761,696320,3210.71240234375
1701734684.9031615,698368,3219.8271484375
1701734693.2583253,700416,3146.8076171875
1701734699.781983,702464,3197.6435546875
1701734706.2209773,704512,3244.6572265625
1701734712.2301316,706560,3326.490478515625
1701734719.111324,708608,3293.13427734375
1701734726.8005607,710656,3296.531005859375
1701734733.812326,712704,3405.292236328125
1701734740.362668,714752,3407.971435546875
1701734746.8705122,716800,3410.985595703125
1701734753.3627625,718848,3491.230224609375
1701734761.1667354,720896,3459.624755859375
1701734767.851051,722944,3554.095947265625
1701734774.1855192,724992,3506.238037109375
1701734780.7553627,727040,3549.175537109375
1701734787.5606794,729088,3645.1630859375
1701734795.3174827,731136,3719.677734375
1701734801.8383126,733184,3723.8974609375
1701734808.3581727,735232,3735.989990234375
1701734814.8073595,737280,3784.802001953125
1701734820.9592896,739328,3740.0830078125
1701734828.756356,741376,3790.362060546875
1701734835.0258157,743424,3725.88427734375
1701734840.9720953,745472,3771.25439453125
1701734846.9836097,747520,3699.0322265625
1701734853.151298,749568,3699.279052734375
1701734860.820432,751616,3664.15625
1701734867.3043516,753664,3529.3681640625
1701734873.360197,755712,3505.627685546875
1701734880.2495124,757760,3544.474365234375
1701734887.1238616,759808,3537.10986328125
1701734895.851973,761856,3497.677734375
1701734902.4193134,763904,3498.214599609375
1701734908.594962,765952,3582.9384765625
1701734915.2748606,768000,3519.66455078125
1701734923.3542266,770048,3461.441162109375
1701734931.6801903,772096,3370.638916015625
1701734938.083229,774144,3282.47900390625
1701734944.932091,776192,3347.244873046875
1701734951.3701286,778240,3262.978271484375
1701734958.155855,780288,3259.34375
1701734964.1959033,782336,3318.83251953125
1701734969.3034353,784384,3365.417236328125
1701734973.8263214,786432,3245.976318359375
1701734978.4814405,788480,3177.993896484375
1701734984.6997354,790528,3179.98095703125
1701734990.5081465,792576,3257.865234375
1701734996.7897787,794624,3300.483642578125
1701735003.7314234,796672,3252.831787109375
1701735011.201226,798720,3256.51220703125
1701735019.4170978,800768,3313.833984375
1701735026.9918349,802816,3349.297607421875
1701735034.5717976,804864,3302.7080078125
1701735041.498615,806912,3368.081787109375
1701735047.596805,808960,3412.86376953125
1701735055.5599227,811008,3497.243896484375
1701735062.7916753,813056,3566.105712890625
1701735069.1536057,815104,3535.42138671875
1701735075.140629,817152,3532.203857421875
1701735080.614432,819200,3571.159912109375
1701735086.918355,821248,3523.209228515625
1701735091.9240355,823296,3518.965087890625
1701735097.0568097,825344,3483.257568359375
1701735103.0086057,827392,3579.48828125
1701735107.8442543,829440,3614.009521484375
1701735113.8392348,831488,3704.482421875
1701735120.226226,833536,3703.268798828125
1701735126.5293982,835584,3707.625244140625
1701735132.595191,837632,3657.923095703125
1701735139.4471676,839680,3648.321533203125
1701735147.9873557,841728,3662.005615234375
1701735155.1558146,843776,3624.6318359375
1701735161.6153855,845824,3590.828857421875
1701735167.8496275,847872,3573.383544921875
1701735174.1243317,849920,3483.655517578125
1701735182.1628196,851968,3539.128662109375
1701735188.3621254,854016,3548.042724609375
1701735194.7613668,856064,3503.781005859375
1701735200.9081366,858112,3542.27294921875
1701735209.2531273,860160,3594.191650390625
1701735216.171103,862208,3601.3623046875
1701735222.7961276,864256,3647.48046875
1701735229.602647,866304,3700.07275390625
1701735236.089689,868352,3622.996826171875
1701735244.533449,870400,3673.330322265625
1701735251.3474476,872448,3717.358642578125
1701735257.1793835,874496,3660.521728515625
1701735262.878328,876544,3569.106689453125
1701735267.9524906,878592,3618.888671875
1701735273.4004462,880640,3533.013671875
1701735278.909413,882688,3586.18408203125
1701735285.3377454,884736,3543.702392578125
1701735292.2094078,886784,3635.31591796875
1701735299.7544565,888832,3497.494384765625
1701735308.5358415,890880,3454.156982421875
1701735314.8154793,892928,3504.771240234375
1701735319.560595,894976,3553.025390625
1701735324.4863296,897024,3564.155029296875
1701735329.721524,899072,3541.818603515625
1701735336.8058357,901120,3581.315185546875
1701735341.4490108,903168,3613.556884765625
1701735347.2356484,905216,3610.353271484375
1701735353.3208828,907264,3544.053466796875
1701735359.5835094,909312,3580.095458984375
1701735367.641259,911360,3610.7119140625
1701735373.5745292,913408,3705.793701171875
1701735380.231224,915456,3663.888671875
1701735386.6729288,917504,3465.23779296875
1701735392.917598,919552,3290.6630859375
1701735400.9429667,921600,3350.865478515625
1701735407.9369671,923648,3263.072998046875
1701735414.6967492,925696,3266.233642578125
1701735421.6049476,927744,3258.19970703125
1701735428.6346908,929792,3257.96435546875
1701735437.1167357,931840,3217.26708984375
1701735442.6124597,933888,3261.326171875
1701735447.6363063,935936,3213.9716796875
1701735453.1354213,937984,3219.61474609375
1701735459.4654505,940032,3268.739501953125
1701735464.0885139,942080,3221.162109375
1701735470.3331761,944128,3312.997314453125
1701735476.2814648,946176,3356.008056640625
1701735482.5597494,948224,3363.275390625
1701735490.4926896,950272,3278.426513671875
1701735496.2882159,952320,3322.101806640625
1701735502.5620224,954368,3240.207763671875
1701735509.6285772,956416,3293.735107421875
1701735515.5339863,958464,3241.19287109375
1701735523.6141975,960512,3243.988037109375
1701735530.1287284,962560,3295.377685546875
1701735536.1988015,964608,3218.194091796875
1701735543.239032,966656,3166.7783203125
1701735549.1719213,968704,3168.429931640625
1701735554.8817534,970752,3178.956787109375
1701735559.4397633,972800,3257.5595703125
1701735564.455961,974848,3339.638671875
1701735569.554271,976896,3330.515380859375
1701735575.4834228,978944,3397.1025390625
1701735581.545202,980992,3349.6181640625
1701735586.2547061,983040,3347.645263671875
1701735590.9852204,985088,3392.583251953125
1701735595.335312,987136,3487.242431640625
1701735600.1102133,989184,3442.85205078125
1701735607.935534,991232,3440.27685546875
1701735614.4753702,993280,3515.520751953125
1701735621.1656048,995328,3417.926513671875
1701735627.363145,997376,3377.960693359375
1701735634.07648,999424,3383.963134765625
1701735642.7612538,1001472,3440.94287109375
1701735648.3361373,1003520,3445.947998046875
1701735653.9987264,1005568,3387.088134765625
1701735659.2335114,1007616,3384.153076171875
1701735663.8689663,1009664,3428.0771484375
1701735669.5231428,1011712,3443.150634765625
1701735674.3282058,1013760,3438.65283203125
1701735678.9695795,1015808,3481.44970703125
1701735683.6414988,1017856,3530.880615234375
1701735688.6676948,1019904,3374.82177734375
1701735695.158704,1021952,3447.102294921875
1701735699.8979292,1024000,3496.32177734375
1701735704.4838793,1026048,3486.55126953125
1701735710.325547,1028096,3386.777587890625
1701735717.908112,1030144,3383.92822265625
1701735723.6854854,1032192,3415.730712890625
1701735729.8363438,1034240,3411.9130859375
1701735735.970531,1036288,3417.176025390625
1701735742.0379045,1038336,3467.37890625
1701735750.3252635,1040384,3374.82568359375
1701735756.6864374,1042432,3306.221923828125
1701735763.379085,1044480,3303.2109375
1701735769.2866757,1046528,3212.031005859375
1701735776.068771,1048576,3158.39892578125
1701735783.783627,1050624,3215.234130859375
1701735789.5157948,1052672,3213.41845703125
1701735796.3166168,1054720,3172.409912109375
1701735802.7597194,1056768,3259.67724609375
1701735809.7179253,1058816,3256.3798828125
1701735817.4998503,1060864,3301.792724609375
1701735823.6523182,1062912,3272.85009765625
1701735829.6437147,1064960,3321.01904296875
1701735836.134893,1067008,3295.469970703125
1701735842.6473227,1069056,3196.93212890625
1701735849.91043,1071104,3238.4912109375
1701735856.353639,1073152,3234.02099609375
1701735862.1444786,1075200,3255.75048828125
1701735868.1444619,1077248,3119.79150390625
1701735874.3645387,1079296,3165.358154296875
1701735882.5118685,1081344,3176.34423828125
1701735888.771547,1083392,3273.919189453125
1701735894.9964888,1085440,3217.870361328125
1701735900.8960826,1087488,3175.943359375
1701735907.56055,1089536,3218.027099609375
1701735915.334191,1091584,3292.85546875
1701735921.902217,1093632,3297.641845703125
1701735928.2707977,1095680,3269.200927734375
1701735934.6650703,1097728,3261.6123046875
1701735941.0310035,1099776,3308.46484375
1701735949.3619578,1101824,3370.9404296875
1701735955.999815,1103872,3411.624755859375
1701735962.6235447,1105920,3434.5693359375
1701735970.0463278,1107968,3326.188720703125
1701735977.6087613,1110016,3362.08984375
1701735983.8463516,1112064,3333.859619140625
1701735990.4815238,1114112,3331.191162109375
1701735996.5758526,1116160,3331.0712890625
1701736003.9149573,1118208,3257.366943359375
1701736012.6987884,1120256,3215.543212890625
1701736019.3848484,1122304,3189.96533203125
1701736025.5208466,1124352,3133.895751953125
1701736030.681257,1126400,3186.866455078125
1701736035.9756374,1128448,3190.85205078125
1701736042.71996,1130496,3245.976806640625
1701736047.2300918,1132544,3297.738037109375
1701736052.0242932,1134592,3250.37255859375
1701736057.5632179,1136640,3380.4326171875
1701736065.0691142,1138688,3335.395263671875
1701736072.6997507,1140736,3281.51513671875
1701736078.8176045,1142784,3324.968505859375
1701736085.745415,1144832,3190.249755859375
1701736092.0181184,1146880,3237.2734375
1701736098.5136743,1148928,3274.909912109375
1701736106.4173286,1150976,3257.527099609375
1701736113.0093288,1153024,3313.85986328125
1701736119.1175933,1155072,3201.3671875
1701736125.4795065,1157120,3190.3779296875
1701736131.8257122,1159168,3280.616455078125
1701736139.8343656,1161216,3331.68603515625
1701736147.144305,1163264,3329.315185546875
1701736152.2646122,1165312,3182.257568359375
1701736157.2900343,1167360,3134.188232421875
1701736163.101376,1169408,3181.902587890625
1701736168.9873345,1171456,3263.104248046875
1701736173.684582,1173504,3317.968017578125
1701736178.4175813,1175552,3296.085205078125
1701736183.1465657,1177600,3323.546875
1701736189.0187314,1179648,3358.181884765625
1701736196.8144684,1181696,3440.825439453125
1701736203.4831498,1183744,3444.5830078125
1701736210.2941298,1185792,3473.189697265625
1701736217.6416817,1187840,3380.774658203125
1701736223.6212807,1189888,3198.134765625
1701736229.8518193,1191936,3231.25048828125
1701736235.5684874,1193984,3247.933837890625
1701736240.5439684,1196032,3193.458251953125
1701736245.341057,1198080,3195.704833984375
1701736251.2035213,1200128,3158.236572265625
1701736255.7181902,1202176,3124.18798828125
1701736260.2484365,1204224,3142.318603515625
1701736264.7311,1206272,3176.02783203125
1701736269.307551,1208320,3218.667724609375
1701736276.0587113,1210368,3277.0556640625
1701736282.5199018,1212416,3270.695556640625
1701736288.7699177,1214464,3211.226318359375
1701736295.1832886,1216512,3121.5400390625
1701736301.6502924,1218560,3205.66748046875
1701736309.2858229,1220608,3180.7763671875
1701736315.8643227,1222656,3236.174072265625
1701736323.2336197,1224704,3205.8701171875
1701736329.1622083,1226752,3153.4267578125
1701736335.1578112,1228800,3086.56591796875
1701736342.4043348,1230848,3110.78173828125
1701736348.3480978,1232896,3023.84423828125
1701736354.9990025,1234944,3079.5068359375
1701736361.5960512,1236992,3123.017822265625
1701736368.4529161,1239040,3131.10546875
1701736376.256547,1241088,3136.941162109375
1701736383.0840526,1243136,3214.37109375
1701736389.2527435,1245184,3313.972900390625
1701736395.5516603,1247232,3220.224365234375
1701736401.6853209,1249280,3237.47119140625
1701736409.2400515,1251328,3148.1435546875
1701736414.8999135,1253376,3188.380859375
1701736421.0221672,1255424,3232.174560546875
1701736426.9135458,1257472,3148.5615234375
1701736432.9083831,1259520,2878.78125
1701736440.2881644,1261568,2778.947998046875
1701736446.0953286,1263616,2775.605224609375
1701736452.2831936,1265664,2798.99462890625
1701736458.3649423,1267712,2701.54931640625
1701736464.433993,1269760,2679.909912109375
1701736471.6733289,1271808,2750.49072265625
1701736477.5341938,1273856,2757.678466796875
1701736483.5740037,1275904,2772.285888671875
1701736489.204051,1277952,2806.9775390625
1701736496.5577033,1280000,2696.165283203125
1701736502.5846276,1282048,2638.751220703125
1701736508.2881572,1284096,2447.837890625
1701736514.109453,1286144,2507.48095703125
1701736520.0316863,1288192,2548.340576171875
1701736527.0657203,1290240,2414.114501953125
1701736532.769223,1292288,2457.789794921875
1701736538.4643712,1294336,2460.14013671875
1701736544.6546535,1296384,2506.914794921875
1701736550.480469,1298432,2647.864501953125
1701736557.6398687,1300480,2736.226318359375
1701736563.888147,1302528,2589.534912109375
1701736569.5144942,1304576,2576.66748046875
1701736575.7915113,1306624,2658.9052734375
1701736582.1555274,1308672,2806.962158203125
1701736589.544141,1310720,2856.677978515625
1701736595.7851124,1312768,2816.545654296875
1701736602.136287,1314816,2863.174560546875
1701736608.2709532,1316864,2927.125
1701736614.5286198,1318912,3024.078125
1701736622.268611,1320960,3112.077880859375
1701736628.6889884,1323008,3031.927978515625
1701736634.5860043,1325056,2987.63720703125
1701736640.73646,1327104,2937.036865234375
1701736646.6534805,1329152,2886.001708984375
1701736653.7638993,1331200,2984.524169921875
1701736660.0672104,1333248,2963.1787109375
1701736666.3472192,1335296,3113.547119140625
1701736673.2205808,1337344,3215.7919921875
1701736679.6966634,1339392,3162.108154296875
1701736688.2994115,1341440,3053.90771484375
1701736694.45434,1343488,3029.190185546875
1701736701.7562742,1345536,3022.06396484375
1701736707.9304807,1347584,3013.13916015625
1701736714.400114,1349632,2962.37841796875
1701736721.652908,1351680,2871.11474609375
1701736727.864352,1353728,2922.3779296875
1701736734.4609408,1355776,2945.31884765625
1701736741.3046913,1357824,3037.718017578125
1701736747.4291973,1359872,2896.0625
1701736755.8263297,1361920,2843.699462890625
1701736761.8145757,1363968,2884.28369140625
1701736767.0577157,1366016,2701.199951171875
1701736772.7887187,1368064,2613.0009765625
1701736778.938095,1370112,2559.99267578125
1701736783.94991,1372160,2517.09228515625
1701736788.8418372,1374208,2604.842041015625
1701736793.680734,1376256,2639.823486328125
1701736799.4219222,1378304,2665.80712890625
1701736807.3544047,1380352,2587.614501953125
1701736813.6031435,1382400,2531.23779296875
1701736820.2104616,1384448,2481.772216796875
1701736826.7244163,1386496,2398.82373046875
1701736833.5231137,1388544,2553.725830078125
1701736841.1660051,1390592,2583.247802734375
1701736847.295154,1392640,2620.850830078125
1701736853.5110967,1394688,2592.349609375
1701736859.2607174,1396736,2672.135498046875
1701736865.5174003,1398784,2722.10205078125
1701736872.823915,1400832,2698.72216796875
1701736879.119534,1402880,2763.757080078125
1701736885.6267202,1404928,2793.996337890625
1701736892.3432214,1406976,2746.744873046875
1701736897.980157,1409024,2710.896728515625
1701736903.9164388,1411072,2810.77294921875
1701736908.652039,1413120,2785.4140625
1701736914.0525634,1415168,2745.53515625
1701736919.528417,1417216,2781.15185546875
1701736924.4614472,1419264,2785.622314453125
1701736933.3935502,1421312,2839.1845703125
1701736939.848589,1423360,2831.74462890625
1701736946.3005672,1425408,2794.5693359375
1701736952.2628326,1427456,2795.23583984375
1701736959.460762,1429504,2824.304931640625
1701736966.457012,1431552,2825.7666015625
